🧝	ajaib, peri
🧝‍♂	ajaib, peri lanang
🧝‍♀	ajaib, peri wadon
🧞	bangsa jim, jin
🧞‍♂	jim lanang, jin
🧞‍♀	jim wadon, jin
🧟	lelembut, setan bentayangan, zombi
🧟‍♂	lelembut, setan bentayangan, zombi lanang
🧟‍♀	lelembut, setan bentayangan, zombi wadon
🧌	dongeng, khayalan, monster, troll
💆	pijet, rai, salon, wong dipijeti
💆‍♂	lanang, pijet, rai, wong lanang dipijeti
💆‍♀	pijet, rai, wadon, wong wadon dipijeti
💇	kecantikan, salon, tukang cukur, wong lagi dikethok rambute
💇‍♂	cukur rambut, lanang, wong lanang lagi dikethok rambute
💇‍♀	kethok rambut, wong wadon, wong wadon lagi dikethok rambute
🚶	mlaku-mlaku, wong mlaku
🚶‍♂	lanang, mlaku-mlaku, wong lanang mlaku, wong mlaku
🚶‍♀	mlaku-mlaku, wadon, wong mlaku, wong wadon mlaku
🧍	adeg, ngadeg, wong ngadeg
🧍‍♂	lanang, ngadeg, wong lanang ngadeg
🧍‍♀	ngadeg, wadon, wong wadon ngadeg
🧎	timpuh, wong timpuh
🧎‍♂	lanang, timpuh, wong lanang timpuh
🧎‍♀	timpuh, wadon, wong wadon timpuh
🧑‍🦯	kalancaran, wong nyekeli teken, wong nyekeli teken putih, wuta
👨‍🦯	kalancaran, lanang, wong lanang nyekeli teken, wuta
👩‍🦯	kalancaran, wadon, wong wadon nyekeli teken, wuta
🧑‍🦼	kalancaran, kursi rodha, wong numpak kursi rodha mesin
👨‍🦼	kalancaran, kursi rodha, lanang, wong lanang numpak kursi rodha mesin
👩‍🦼	kalancaran, kursi rodha, wadon, wong wadon numpak kursi rodha mesin
🧑‍🦽	kalancaran, kursi rodha, wong numpak kursi rodha manual
👨‍🦽	kalancaran, kursi rodha, lanang, wong lanang numpak kursi rodha manual
👩‍🦽	kalancaran, kursi rodha, wadon, wong wadon numpak kursi rodha manual
🏃	maraton, mlayu, wong mlayu
🏃‍♂	balapan, lanang, maraton, mlayu, wong lanang mlayu
🏃‍♀	balapan, maraton, mlayu, wadon, wong wadon mlayu
💃	njoget, wadon, wong wadon njoget
🕺	lanang, njoget, wong lanang njoget
🕴️	bisnis, jas, lanang, wong lanang jas-jasan ora napak
👯	kuping terwelu, penari, pista, wong nganggo kuping terwelu
👯‍♂	kuping terwelu, lanang, penari, pista, wong lanang nganggo kuping terwelu
👯‍♀	kuping terwelu, penari, pista, wadon, wong wadon nganggo kuping terwelu
🧖	kamar uwab, sauna, wong ing kamar kebak sumub
🧖‍♂	kamar uwab, sauna, wong lanang ing kamar kebak sumub
🧖‍♀	kamar uwab, sauna, wong wadon ing kamar kebak sumub
🧗	pamanjad, wong manjad
🧗‍♂	pamanjad, wong lanang manjad
🧗‍♀	pamanjad, wong wadon manjad
🤺	anggar, atlit anggar, pedhang, wong main anggar
🏇	balapan, balapan jaran, jaran, jaran balap, joki
⛷️	pemain ski, salju, ski
🏂️	papan slancar salju, pemain slancar salju, salju, ski
🏌️	bal, golf, wong main golf
🏌‍♂	golf, lanang, wong lanang main golf
🏌‍♀	golf, wadon, wong wadon main golf
🏄️	slancar, wong slancar
🏄‍♂	lanang, slancar, wong lanang slancar
🏄‍♀	slancar, wadon, wong wadon slancar
🚣	prau, prau dhayung, wong ndhayung
🚣‍♂	lanang, prau, prau dhayung, wong lanang ndhayung
🚣‍♀	prau, prau dhayung, wadon, wong wadon ndhayung
🏊️	langi, wong nglangi
🏊‍♂	lanang, langi, wong lanang nglangi
🏊‍♀	langi, wadon, wong wadon nglangi
⛹️	bal, wong mentulake bal
⛹‍♂	bal, lanang, wong lanang mentulake bal
⛹‍♀	bal, wadon, wong wadon mentulake bal
🏋️	atlit angkat barbel, barbel, wong ngangkat barbel
🏋‍♂	atlit angkat barbel, lanang, wong lanang ngangkat barbel
🏋‍♀	atlit angkat barbel, wadon, wong wadon ngangkat barbel
🚴	atlit sepedha, pit, pit-pitan, wong numpak pit
🚴‍♂	atlit sepedha, lanang, pit, pit-pitan, wong lanang numpak pit
🚴‍♀	atlit sepedha, pit, pit-pitan, wadon, wong wadon numpak pit
🚵	atlit sepedha, gunung, pit, sepedha, wong numpak sepedha gunung
🚵‍♂	atlit sepedha, gunung, lanang, pit, sepedha, wong lanang numpak sepedha gunung
🚵‍♀	atlit sepedha, gunung, pit, sepedha, wadon, wong wadon numpak sepedha gunung
🤸	engkang, gimnastik, wong engkang
🤸‍♂	engkang, gimnastik, lanang, wong lanang engkang
🤸‍♀	engkang, gimnastik, wadon, wong wadon engkang
🤼	gulat, pemain gulat, wong gulat
🤼‍♂	gulat, lanang, wong lanang gulat
🤼‍♀	gulat, wadon, wong wadon gulat
🤽	banyu, polo, wong main polo banyu
🤽‍♂	lanang, polo banyu, wong lanang main polo banyu
🤽‍♀	polo banyu, wadon, wong wadon main polo banyu
🤾	bal, bal tangan, wong main bal tangan
🤾‍♂	bal tangan, lanang, wong lanang main bal tangan
🤾‍♀	bal tangan, wadon, wong wadon main bal tangan
🤹	akrobat, imbang, katrampilan, tangan cukat, wong main akrobat bal
🤹‍♂	akrobat, lanang, tangan cukat, wong lanang main akrobat bal
🤹‍♀	akrobat, tangan cukat, wadon, wong wadon main akrobat bal
🧘	medhitasi, wong njagong sila, yoga
🧘‍♂	medhitasi, wong lanang njagong sila, yoga
🧘‍♀	medhitasi, wong wadon njagong sila, yoga
🛀	bak kungkum, kungkum, wong adus kungkum
🛌	hotel, turu, wong turu
🧑‍🤝‍🧑	gandhengan tangan, pasangan, tangan, wong, wong gandhengan tangan
👭	gandhengan, loro, tangan, wadon, wong wadon loro gandhengan tangan
👫	cekel, gandhengan, lanang, pasangan, tangan, wadon, wong lanang lan wadon gandhengan, wong lanang lan wadon gandhengan tangan
👬	Gemini, gandhengan, kembar, lanang, loro, palintangan, wong lanang loro gandhengan tangan
💏	ambung, pasangan
💑	loro, pasangan lan tandha ati, tresna
👪️	kluwarga
🗣️	bayangan, omong, rai, sirah, sirah omong
👤	bayangan, bayangan patung sirah tekan dhadha, patung sirah tekan dhadha
👥	bayangan, bayangan patung sirah tekan dhadha loro, patung sirah tekan dhadha
🫂	halo, matur nuwun, pamitan, rangkulan, wong rangkulan
👣	klambi, tipak, tipak sikil
🦰	jae, rambut abang, rambute abang
🦱	afro, brintik, prenthel-prenthel, rambut brintik
🦳	putih, rambut, rambut putih, tuwa, uwan
🦲	buthak, gundhul, kemoterapi, ora duwe rambut, plenthas
🐵	munyuk, rai, rai munyuk
🐒	munyuk
🦍	gorila
🦧	monyet, orang utan
🐶	asu, ingon-ingon, rai, rai asu
🐕️	asu, ingon-ingon
🦮	aksesibilitas, asu pemandhu, pemandhu, wuta
🐕‍🦺	aksesibilitas, asisten, asu, asu layanan, layanan
🐩	asu, pudel
🐺	asu ajag, rai
🦊	rai, rubah
🦝	kepo, licik, rakun
🐱	ingon-ingon, kucing, rai, rai kucing
🐈️	ingon-ingon, kucing
🐈‍⬛	ireng, kucing, kucing ireng, ora beja
🦁	Leo, rai, singa, zodiak
🐯	macan, rai, rai macan
🐅	macan
🐆	macan tutul
🐴	jaran, rai, rai jaran
🐎	balap jaran, balapan, ekuestrian, jaran
🦄	rai, unicorn
🦓	garis-garis, zebra
🦌	kidang
🦬	bison, kebo, sakumpulan, wicaksono
🐮	rai, rai sapi wadon, sapi wadon
🐂	Taurus, banteng, sapi lanang, zodiak
🐃	banyu, kebo
🐄	sapi wadon
🐷	babi, rai, rai babi
🐖	babi, babi wadon
🐗	babi, celeng
🐽	babi, irung, irung babi, rai
🐏	Aries, lanang, wedhus gembel, wedhus gembel lanang, zodiak
🐑	wadon, wedhus gembel, wedhus gembel wadon
🐐	Capricorn, wedhus, zodiak
🐪	dromedaris, onta, punuk
🐫	baktrian, onta, onta punuk loro, punuk
🦙	alpaca, guanaco, llama, vicuna, wul
🦒	jerapah, totol-totol
🐘	gajah
🦣	gading, gedhe, kebak wulu, mamot, punah
🦏	badhak
🦛	hipo, kuda nil
🐭	rai, rai tikus, tikus
🐁	tikus
🐀	tikus got
🐹	hamster, ingon-ingon, rai
🐰	ingon-ingon, kelinci, rai, rai terwelu, terwelu
🐇	ingon-ingon, kelinci, terwelu
🐿️	bajing, tupai
🦫	bendungan, singing
🦔	duri, landhak
🦇	kalong, vampir
🐻	beruang, rai
🐻‍❄	beruang, beruang kutub, kutub lor, putih
🐨	beruang, koala
🐼	panda, rai
🦥	kesed, lelet, sloth
🦦	berang-berang, mancing, seneng dolanan
🦨	mambu, sigung
🦘	Australia, joey, kanguru, marsupial, mlumpat
🦡	luwak, luwak madu, ngganggu
🐾	cakar, dlamakan, tapak, tapak cakar
🦃	kalkun, unggas
🐔	pitik, unggas
🐓	pitik jago, unggas
🐣	bayi, kuthuk, kuthuk netes, netes, unggas
🐤	bayi, kuthuk, unggas
🐥	bayi, kuthuk, kuthuk madhep ngarep, unggas
🐦️	manuk
🐧	manuk, penguin
🕊️	damai, dara, mabur, manuk
🦅	elang, manuk
🦆	bebek, unggas
🦢	angsa, banyak, bebek ala, unggas
🦉	guwek, manuk, wicaksana
🦤	Mauritus, gedhe, manuk dodo, punah
🪶	enteng, mabur, manuk, wulu
🦩	flamboyan, flamingo, tropis
🦚	manuk, merak, merak wadon, seneng pamer, umuk
🦜	beo, manuk, omong, perompak
🐸	kodhok, rai
🐊	baya
🐢	bulus, kura-kura, penyu
🦎	cecak
🐍	Ophiuchus, sawer, sing nggawa, ula, zodiak
🐲	dongeng, naga, rai, rai naga
🐉	dongeng, naga
🦕	brachiosaurus, brontosaurus, diplodocus, sauropod
🦖	T-Rex, Tyrannosaurus Rex
🐳	nyembur, paus, paus nyembur, rai
🐋	paus
🐬	fliper, lumba-lumba
🦭	seal, singo laut
🐟️	Pisces, iwak, zodiak
🐠	iwak, iwak tropis, tropis
🐡	buntal, iwak, iwak buntal
🦈	hiu, iwak
🐙	gurita
🐚	keong, keong spiral, spiral
🪸	karang, koral, samodra
🐌	bekicot
🦋	endah, kupu, serangga
🐛	serangga, uler
🐜	semut, serangga
🐝	lebah, lebah madu, serangga
🪲	ama, kumbang, serangga
🐞	kepik, kepik pereng, kumbang, serangga
🦗	jangkrik, walang
🪳	ama, coro, kecoak, serangga
🕷️	angga-angga, serangga
🕸️	angga-angga, jaring, jaring angga-angga
🦂	Scorpio, kalajengking, scorpio, zodiakk
🦟	demam, lemut, malaria, penyakit, serangga, virus
🪰	ama, bosokan, laler, penyakit, set
🪱	anelid, cacing, cacing lemah, parasit
🦠	amuba, bakteri, mikroba, virus
💐	buket, kembang
🌸	kembang, mekar, sakura
💮	kembang, kembang putih
🪷	Agama Buddha, Agama Hindu, India, Vietnam, kasucian, kembang, teratai
🏵️	roseta, tanduran
🌹	kembang, mawar
🥀	kembang, kembang layu, layu
🌺	kembang, kembang sepatu
🌻	kembang, kembang sengenge, sengenge
🌼	kembang, sekar
🌷	kembang, tulip
🌱	cilik, pembibitan
🪴	mboseni, ngopeni, omah, ora migunani, tanduran, tanduran njero adah, tukul
🌲	wit, wit cemara
🌳	gogrok, rontok, wit, wit godhonge rontok
🌴	kambil, wit, wit kambil
🌵	kaktus, tanduran
🌾	gandum, kuping, pari, pari saiket
🌿	godhong, jamu
☘️	semanggi, tanduran
🍀	4, godhong, papat, semanggi, semanggi godhong papat
🍁	godhong, godhong mapel, mapel, rontok
🍂	godhong, godhong gogrok, gogrok
🍃	angin, godhong, godhong ngawe-awe kena angin, godhong ngawe-ngawe kena angin, ketiup, ngawe-awe
🪹	nyusuh, susuh kosong
🪺	nyusuh, susuh ono endoke
🍇	anggur, woh-wohan
🍈	melon, woh-wohan
🍉	semangka, woh-wohan
🍊	jeruk, jeruk keprok, woh-wohan
🍋	jeruk lemon, jeruk nipis, woh-wohan
🍌	gedhang, woh-wohan
🍍	nanas, woh-wohan
🥭	pelem, tropis, woh-wohan
🍎	abang, apel, apel abang, woh-wohan
🍏	apel, apel ijo, ijo, woh-wohan
🍐	pir, woh-wohan
🍑	persik, woh-wohan
🍒	abang, beri, ceri, woh ceri, woh-wohan
🍓	beri, stroberi, woh-wohan
🫐	beri, beri biru, bilberi, biru
🥝	kiwi, panganan, woh kiwi, woh-wohan
🍅	sayuran, tomat, woh-wohan
🫒	panganan, zaitun
🥥	kambil, palem, pina colada
🥑	avokad, pangan, woh-wohan
🍆	sayuran, terong, terung
🥔	kenthang, pangan, sayuran
🥕	pangan, sayuran, wortel
🌽	jagung, klembak, maizena, tongkol jagung
🌶️	lombok, pedhes
🫑	kapsikum, lombok, paprika, sayuran
🥒	acar, pangan, sayuran, timun
🥬	bok coi, kol, kubis, selada, selada ijo
🥦	brokoli, kubis liar
🧄	bawang putih, panyedhep rasa
🧅	bawang bombai, panyedhep rasa
🍄	jamur, jamur payung
🥜	dhaharan, kacang, kacang brol, sayuran
🫘	buncis, ginjel, legum, panganan
🌰	kenari, tetuwuhan
🍞	roti, sebata
🥐	dhaharan, kroasang, prancis, roti, roti gulung bulan sabit
🥖	baget, dhaharan, prancis, roti, roti baget
🫓	roti arepa, roti lapash, roti naan, roti pita, roti warata
🥨	diuntir, pretsel
🥯	pabrik roti, roti bagel, roti semir
🥞	apem, dhaharan, krep, panekuk
🧇	mangu-mangu, wafel, wesi
🧀	keju, keju sairis
🍖	balung, iwak daging, iwak daging sabalunge
🍗	balung, iwak ayam, pupu, pupu sempol, sempol, unggas
🥩	bistik, daging sairis, iwak daging, samata
🥓	bakon, daging, pangan
🍔	burger, hamburger
🍟	balok kenthang goreng, goreng, kenthang balok
🍕	keju, pizza, pizza keju, sairis
🌭	frankfurter, hot dog, hotdog, roti sosis, sosis
🥪	roti, sendwich
🌮	pangan meksiko, tako
🌯	burito, dhaharan meksiko, sega bungkus roti
🫔	dhaharan meksiko, kabungkus, tamale
🥙	dhaharan, falafel, isi, kebab turki, kebab yunani, roti pita, roti pita gulung
🧆	bakso, bakwan falafel, kacang garbanzo
🥚	dhaharan, ndhog
🍳	masak, ndhog, nggoreng, wajan
🥘	dhaharan, jangan sawajan cethek, kaserol, paela, wajan, wajan cethek
🍲	jangan sapanci, panci, semur
🫕	Swiss, adah, keju, lumer, pondue, soklat
🥣	bubur, mangkok karo sendhok, sarapan, sereal
🥗	dhaharan, ijo-ijo, urap, urap-urap sayur
🍿	brondong jagung
🧈	mertega, olahan susu
🧂	ubarampe, uyah, wadhah nyawur uyah
🥫	dhaharan kalengan, kaleng
🍱	bento, kothak, sakothak bento
🍘	krupuk, rengginan
🍙	Jepang, sega, themlek, themlek sega
🍚	mateng, sega, sega mateng
🍛	kare, sega, sega kare
🍜	bakmi, kemepul, mangkok, mangkok kemepul, ramen
🍝	bakmi sepageti, pasta, sepageti
🍠	panggang, tela pendhem, tela pendhem panggang
🍢	iwak laut, kebab, oden, sate, sate oden, sunduk
🍣	susi
🍤	ebi, goreng, tempura, urang, urang goreng
🍥	bakso, bakso iwak Jepang, iwak, pastri
🥮	festival, kuwih bulan, musim gogrok, yuebing
🍡	Jepang, dango, legi, panganan manis, sate, sate dango, sunduk
🥟	empanada, gyoza, jiaozi, pierogi, siomay, siomay goreng, siomay kukus
🥠	ramal, roti begja
🥡	kothak bungkus
🦀	Cancer, palintangan, rajungan, yuyu
🦞	capit, iwak laut, lopster, sop bisque
🦐	cilik, dhaharan, urang, urang-urangan
🦑	cumi-cumi, pangan, sotong
🦪	mutiyara, nyelam, tiram
🍦	alus, es, es krim salju, krim, legi, panganan manis
🍧	es, es kokrok, es puter, legi, panganan manis
🍨	es, es krim, krim, legi, panganan manis
🍩	donat, legi, panganan manis
🍪	biskwit, legi, panganan manis
🎂	ambal taun, kuwih, legi, panganan manis, pastri, pista, roti ambal taun
🍰	kuwih, kuwih lapis, legi, panganan manis, pastri, sairis
🧁	kuwih mangkok, legi, roti-rotian
🥧	isi, pai, pastri
🍫	legi, panganan manis, papan, sapapan soklat, soklat
🍬	legi, panganan manis, permen
🍭	legi, panganan manis, permen, permen loli
🍮	ager-ager hungkwe, hungkwe, legi, panganan manis, podeng
🍯	legi, madu, satoples madu, toples
🍼	bayi, botol, botol kempong, susu, unjukan
🥛	gelas, sagelas susu, susu, unjukan
☕️	kemepul, kopi, panas, teh, unjukan, wedang, wedang panas
🫖	adah, ceret, teh, unjukan
🍵	cangkir, cangkir teh tanpa kuping, teh, unjukan, wedang
🍶	bar, botol, cangkir, sabotol sake, sake, unjukan, wedang
🍾	bar, botol, botol mencelat subale, mencelat, subal botol, unjukan
🍷	anggur, bar, gelas, gelas anggur, unjukan, wedang
🍸️	bar, gelas, gelas koktail, koktail, unjukan
🍹	bar, tropis, unjukan, unjukan cara tropis
🍺	bar, bir, gelas bir, unjukan
🍻	bar, bir, gelas bir, gelas bir ditutulake, gelas-gelas bir ditutulake, mak thing, unjukan
🥂	gelas, gelas-gelas ditutulke, mak thing, pista, unjukan
🥃	anggur, gelas, gelas sloki, sloki, unjukan
🫗	gelas, ngombe, nyuntak banyu, suwung, wuthah
🥤	gelas mawa sedhotan, soda, wedang jus
🧋	mutiyara, plembungan, susu, teh, teh kocok
🧃	jus kothakan, wedang kothakan
🧉	teh mate, unjukan
🧊	adhem, es, es batu
🥢	hashi, sumpit
🍽️	garpu, masak, peso, piring, sendhok garpu sapiringe
🍴	garpu, garpu lan peso, masak, peso, sendhok garpu
🥄	pranti dhahar, sendhok
🔪	alat, gaman, hocho, masak, peso, peso dhapur
🫙	bumbu, saos, suwung, toko, wadhah
🏺	Aquarius, amphora, guci kuping loro, masak, palintangan, teko, unjukan
🌍	Afrika, Eropa, bumi, donya, globe, globe sing nuduhake benua Eropa-Afrika
🌎️	Amerika, bumi, donya, globe, globe sing nuduhake benua Amerika
🌏	Asia, Australia, bumi, donya, globe, globe sing nuduhake benua Asia-Australia
🌐	bumi, donya, globe, globe mawa garis meridian, meridian
🗺️	donya, peta, peta donya
🗾	Jepang, peta, peta Jepang
🧭	kompas, magnetik, navigasi, pangarahan
🏔️	adhem, gunung, gunung punthuke katutup salju, salju
⛰️	gunung
🌋	gunung, gunung geni, njeblug
🗻	fuji, gunung, gunung fuji
🏕️	kemah
🏖️	pasisir, pasisir karo payung tumancep, payung
🏜️	ara-ara
🏝️	ara-ara, pulo, pulo ara-ara
🏞️	taman, taman nasional
🏟️	stadion
🏛️	kuna, wewangunan kuna
🏗️	konstruksi, konstruksi wewangunan
🧱	bata, lempung, semen, tembok
🪨	abot, atos, watu, watu gedhe
🪵	kayu, kayu log, kayu tugelan, kayu ulahan
🛖	omah, omah bunder, pondhok, yurt
🏘️	omah-omah
🏚️	bobrok, omah, omah bobrok
🏠️	omah, padunungan
🏡	kebon, omah, omah ana kebone, padunungan
🏢	wewangunan, wewangunan kantor
🏣	Jepang, kantor pos ing Jepang, pos
🏤	Jepang, kantor pos ing Eropa, pos
🏥	dhokter, griya sakit, obat
🏦	bank, wewangunan, wewangunan bank
🏨	hotèl, wewangunan, wewangunan hotel
🏩	hotel, hotel sewan miturut jam, miturut jam
🏪	minimarket, toko
🏫	sekolahan, wewangunan
🏬	supermarket, toko
🏭️	pabrik, wewangunan
🏯	Jepang, puri, puri Jepang
🏰	Eropa, puri
💒	greja, ngantenan, pepasangan
🗼	Tokyo, menara, menara Tokyo
🗽	Patung Liberti, kamardhikan, patung
⛪️	Kristen, agama, greja, salib
🕌	Islam, Muslim, agama, mesjid
🛕	Hindu, pura, pura Hindu
🕍	Yahudi, agama, kuil, sinagoga, wong Yahudi
⛩️	Shinto, agama, kuil, kuil Shinto
🕋	Islam, Kakbah, Muslim, agama
⛲️	banyu muncrat
⛺️	kemah, tendha
🌁	katutup pedhut, pedhut
🌃	bengi, bengi ana lintang, lintang
🏙️	gedhung-gedhung anyakar mega, kutha
🌄	esuk, gunung, srengenge, srengenge mlethek, srengenge mlethek sadhuwuring kendheng
🌅	esuk, srengenge, srengenge mlethek
🌆	bawana, gedhung-gedhung wayah sandhekala, kutha, sandhekala, sore, srengenge mudhun
🌇	sandhekala, srengenge, srengenge mudhun
🌉	bengi, kreteg, kreteg ing wayah bengi
♨️	kemepul, panas, tuk, tuk banyu panas
🎠	jaran, jaran komidhi puter, komidhi puter
🛝	dolanan, plosotan, taman hiburan
🎡	jinantra, rodha, taman hiburan
🎢	kreta, kreta sluncur, sluncur, taman hiburan
💈	cukur rambut, panandha, panandha kiyose tukang cukur, tukang cukur
🎪	sirkus, tendha, tendha sirkus
🚂	jalur ril, lokomotip, mesin, sepur, uwap
🚃	bis jalur ril, bis troli, jalur ril, listrik, montor, sepur
🚄	jalur ril, kacepetan, sepur, sepur rikat, shinkansen
🚅	jalur ril, kacepetan, pelor, sepur, sepur pelor, shinkansen
🚆	jalur ril, sepur
🚇️	metro, sepur metro, sepur ngisor lemah
🚈	jalur ril, sepur LRT
🚉	jalur ril, sepur, setasiun
🚊	bis troli, trem
🚝	monoril, tetumpakan
🚞	gunung, jalur ril, jalur sepur nggunung, montor
🚋	bis troli, montor, montor trem, trem
🚌	bis, tetumpakan
🚍️	bis, bis katon mara, mara
🚎	bis, bis troli, trem, troli
🚐	bis, bis cilik
🚑️	ambulan, tetumpakan
🚒	blamwir, kobongan, trek
🚓	montor, montor pulisi, patroli, pulisi
🚔️	mara, montor, montor pulisi katon mara, pulisi
🚕	taksi, tetumpakan
🚖	mara, taksi, taksi mara
🚗	montor, montor otomatis
🚘️	mara, montor, montor otomatis, montor otomatis mara
🚙	rekreasi, srana ulah raga, tetumpakan srana ulah raga
🛻	methuk, pikep, trek, trek pikep
🚚	pangiriman, prahoto, prahoto pangiriman
🚛	lori, lori gandheng, prahoto, separo
🚜	tetumpakan, traktor
🏎️	balapan, montor, montor balap
🏍️	balapan, pit montor
🛵	pespa, pit
🦽	kalancaran, kursi rodha manual
🦼	kalancaran, kursi rodha mesin
🛺	bemo, bemo tuk tuk
🚲️	pit, sepedha
🛴	jejek, otopet, otopet jejek
🛹	papan, papan skate
🛼	gulungan, sepatu rodha
🚏	bis, halte bis, mandheg
🛣️	dalan, dalan gedhe, dalan tol
🛤️	jalur ril, jalur sepur, sepur
🛢️	drim, drim lenga, lenga
⛽️	bensin, disel, gas, pom, pompa, pompa bensin
🛞	ban, bunder, nguripake, rodha
🚨	cemlorot, lampu, lampu montor pulisi, montor, mubeng-mubeng, pulisi
🚥	aba-aba, lalu lintas, lampu, lampu bangjo turu
🚦	aba-aba, lalu lintas, lampu, lampu bangjo ngadeg
🛑	mandheg, oktagonal, setop, tandha, tandha setop
🚧	konstruksi, pager wates
⚓️	jangkar, kapal, pralatan
🛟	ban pelampung, kaselamatan, klambi pengampul, kumambang, nyelamatke, panyelamat
⛵️	kapal layar, prau, prau layar, resor, segara
🛶	kano, prau
🚤	kapal rikat, prau
🛳️	kapal, kapal panumpang, panumpang
⛴️	feri, kapal, kapal feri, panumpang
🛥️	kapal, kapal motor
🚢	kapal, kapal gedhe, panumpang
✈️	montor mabur
🛩️	montor mabur, montor mabur cilik
🛫	cek in, mangkat, montor mabur, montor mabur mangkat
🛬	montor mabur, montor mabur teka, ndharat, tekan
🪂	parasit, skydive, terjun payung
💺	kursi, lungguhan
🚁	helikopter, tetumpakan
🚟	jalur ril, jalur ril suspensi, suspensi
🚠	gantole, gunung, jalur kabel gunung, kabel
🚡	gantole, jalur trem, jalur trem nggantung, kabel, montor, nggantung
🛰️	antariksa, satelit
🚀	antariksa, roket
🛸	UFO, piring mabur
🛎️	bel, bel leladen, hotel
🧳	koper, lelungan, ngepak
⌛️	jam pasir tuntas, pangatur wektu, pasir
⏳️	jam pasir, jam pasir isih mlaku, pangatur wektu, pasir
⌚️	erloji, jam
⏰	jam, jam weker, weker
⏱️	jam, pangatur wektu
⏲️	jam, jam pangatur wektu, pangatur wektu
🕰️	jam, jam dhudhuk kuna
🕛️	00, 12, 12:00, jam, jam rolas, rolas, theng
🕧	12, 12:30, jam, jam setengah siji, setengah, siji
🕐️	00, 1, 1:00, jam, jam siji, siji, theng
🕜	1, 1:30, jam, jam setengah loro, loro, setengah
🕑️	00, 2, 2:00, jam, jam loro, loro, theng
🕝	2, 2:30, jam, jam setengah telu, setengah, telu
🕒️	00, 3, 3:00, jam, jam telu, telu, theng
🕞	3, 3:30, jam, jam setengah papat, papat, setengah
🕓️	00, 4, 4:00, jam, jam papat, papat, theng
🕟	4, 4:30, jam, jam setengah lima, lima, setengah
🕔️	00, 5, 5:00, jam, jam lima, lima, theng
🕠	jam enem, jam setengah enem
🕕️	00, 6, 6:00, enem, jam, jam enem, theng
🕡	6, 6:30, jam, jam setengah pitu, pitu, setengah
🕖️	00, 7, 7:00, jam, jam pitu, pitu, theng
🕢	7, 7:30, jam, jam setengah wolu, setengah, wolu
🕗️	00, 8, 8:00, jam, jam wolu, theng, wolu
🕣	8, 8:30, jam, jam setengah sanga, sanga, setengah
🕘️	00, 9, 9:00, jam, jam sanga, sanga, theng
🕤	9, 9:30, jam, jam setengah sepuluh, sepuluh, setengah
🕙️	00, 10, 10:00, jam, jam sepuluh, sepuluh, theng
🕥	10, 10:30, jam, jam setengah sewelas, setengah, sewelas
🕚️	00, 11, 11:00, jam, jam sewelas, sewelas, theng
🕦	11, 11:30, jam, jam setengah rolas, rolas, setengah
🌑	bulan, bulan kawitan, peteng
🌒	bulan, bulan tanggal sepisan, padhange nambah sithik-sithik, tanggal sepisan
🌓	bulan, bulan separo, separo
🌔	bulan, bulan separo luwih, padhange meh kebak, padhange sithik-sithik
🌕️	bulan, purnama, purnama sidi
🌖	bulan, bulan ilang seprapat, padhange ilang sithik-sithik, padhange meh kebak
🌗	bulan, bulan peteng separo, separo
🌘	bulan, bulan gari seprapat, padhange ilang sithik-sithik, seprapat
🌙	bulan, bulan nanggal sepisan
🌚	bulan, rai, rai bulan kawitan
🌛	bulan, rai, rai bulan separo marep ngiwa, separo
🌜️	bulan, rai, rai bulan separo marep nengen, separo
🌡️	cuaca, termometer
☀️	clorot, ketiga, padhing, srengenge
🌝	bulan, padhang, purnama, rai, rai purnama sidi
🌞	padhang, rai, srengenge, srengenge katon raine
🪐	planet anganggo ali-ali, saturnus, wong sing lairane ketiban sipating saturnus
⭐️	lintang
🌟	clorot, kelip-kelip, kerlip-kerlip, lintang, lintang cemlorot
🌠	buntut, lintang, lintang abuntut, tumiba
🌌	antariksa, bima sekti
☁️	cuaca, mega mendhung, mendhung
⛅️	mega, srengenge, srengenge saburine mega
⛈️	bledhek, mega, mega ngemu bledhek lan udan, udan
🌤️	mega, srengenge, srengenge saburine mega cilik
🌥️	mega, srengenge, srengenge saburine mega gedhe
🌦️	mega, srengenge, srengenge saburine mega ngemu udan, udan
🌧️	mega, mega ngemu udan, udan
🌨️	adhem, mega, mega ngemu salju, salju
🌩️	bledhek, mega, mega ngemu bledhek
🌪️	angin puyuh, mendhung, tornado
🌫️	mega, pedhut
🌬️	angin, mega, nyebul, rai, rai anyebul angin
🌀	angin ribut, angin siklon, muser-muser, siklon, topan, tornado
🌈	kluwung, plangi, udan
🌂	payung, payung mingkup, sandhangan, udan
☂️	payung, sandhangan, udan
☔️	payung, payung ketiban udan, sandhangan, tletik, udan
⛱️	payung, payung tumancep lemah, srengenge, udan
⚡️	bebaya, bledhek, listrik, mak byar, tegangan, tegangan dhuwur
❄️	adhem, salju, satesing salju
☃️	adhem, salju, wong-wongan salju
⛄️	adhem, salju, wong-wongan salju, wong-wongan salju tanpa salju
☄️	antariksa, komet
🔥	bekakas, geni, mbulating geni
💧	adhem, komik, kringet, tes, tesing
🌊	banyu, ombak, ombak banyu, segara
🎃	halloween, jack, jack-o-lantern, lampion jack-o-lantern, lampion labu, perayaan
🎄	Natal, Uwit Natal, perayaan, uwit
🎆	kembang api, perayaan
🎇	bang api, kembang api, mbang api, mletik, perayaan
